customerID,tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,InternetService,risk_category
9818-XQCUV,2,20.35,45.3,Month-to-month,Mailed check,No,Medium Risk
5562-YJQGT,2,20.35,35.1,Month-to-month,Credit card (automatic),No,Medium Risk
8739-QOTTN,2,20.35,41.85,Month-to-month,Mailed check,No,Medium Risk
2342-CKIAO,2,20.3,41.2,Month-to-month,Mailed check,No,Medium Risk
8610-ZIKJJ,2,20.3,31.9,One year,Mailed check,No,Low Risk
1755-RMCXH,2,20.3,40.25,Month-to-month,Mailed check,No,Medium Risk
5067-DGXLL,2,20.25,36.8,Month-to-month,Mailed check,No,Medium Risk
4697-LUPSU,2,20.2,34.75,One year,Mailed check,No,Low Risk
8006-PYCSW,2,20.1,39.8,Month-to-month,Mailed check,No,Medium Risk
7017-VFULY,2,20.1,43.15,Month-to-month,Bank transfer (automatic),No,Medium Risk
0188-GWFLE,2,20.05,33.7,Month-to-month,Mailed check,No,Medium Risk
5919-VCZYM,2,20.05,42.7,Month-to-month,Mailed check,No,Medium Risk
0871-OPBXW,2,20.05,39.25,Month-to-month,Mailed check,No,Medium Risk
4986-MXSFP,2,20.0,40.9,Month-to-month,Mailed check,No,Medium Risk
9700-ZCLOT,2,20.0,32.7,Month-to-month,Mailed check,No,Medium Risk
4237-CLSMM,2,20.0,38.0,Month-to-month,Mailed check,No,Medium Risk
5173-ZXXXL,2,19.95,47.7,One year,Mailed check,No,Low Risk
1796-JANOW,2,19.95,38.15,Month-to-month,Mailed check,No,Medium Risk
2832-SCUCO,2,19.9,57.4,Month-to-month,Electronic check,No,High Risk
7636-XUHWW,2,19.9,33.7,Month-to-month,Credit card (automatic),No,Medium Risk
8150-QUDFX,2,19.85,51.6,Month-to-month,Mailed check,No,Medium Risk
2303-PJYHN,2,19.85,52.0,Month-to-month,Bank transfer (automatic),No,Medium Risk
3936-QQFLL,2,19.75,39.3,Month-to-month,Mailed check,No,Medium Risk
2640-LYMOV,2,19.65,38.8,Month-to-month,Mailed check,No,Medium Risk
3845-FXCYS,2,19.65,31.2,Month-to-month,Electronic check,No,High Risk
1051-GEJLJ,2,19.5,27.55,Month-to-month,Mailed check,No,Medium Risk
9101-NTIXF,2,19.4,50.6,Month-to-month,Mailed check,No,Medium Risk
2308-STERM,2,19.4,61.05,Month-to-month,Mailed check,No,Medium Risk
0366-NQSHS,2,19.35,46.35,Month-to-month,Mailed check,No,Medium Risk
0396-HUJBP,2,19.3,44.4,Month-to-month,Mailed check,No,Medium Risk
3156-QLHBO,2,19.25,48.35,Month-to-month,Mailed check,No,Medium Risk
9137-NOQKA,2,19.2,37.2,Month-to-month,Electronic check,No,High Risk
9426-SXNHE,2,18.75,53.15,Month-to-month,Bank transfer (automatic),No,Medium Risk
5760-IFJOZ,3,107.95,313.6,Month-to-month,Mailed check,Fiber optic,Medium Risk
2081-VEYEH,3,107.95,318.6,Month-to-month,Electronic check,Fiber optic,High Risk
2984-AFWNC,3,95.4,293.15,Month-to-month,Electronic check,Fiber optic,High Risk
7398-SKNQZ,3,94.9,273.2,Month-to-month,Electronic check,Fiber optic,High Risk
5150-ITWWB,3,94.85,335.75,Month-to-month,Electronic check,Fiber optic,High Risk
3318-NMQXL,3,92.0,266.8,Month-to-month,Electronic check,Fiber optic,High Risk
0432-CAJZV,3,90.7,237.65,Month-to-month,Mailed check,Fiber optic,Medium Risk
0258-NOKBL,3,90.4,268.45,Month-to-month,Electronic check,Fiber optic,High Risk
7952-OBOYL,3,89.85,244.45,Month-to-month,Mailed check,Fiber optic,Medium Risk
3071-VBYPO,3,89.85,248.4,Month-to-month,Electronic check,Fiber optic,High Risk
1212-GLHMD,3,86.05,244.85,Month-to-month,Mailed check,Fiber optic,Medium Risk
3916-NRPAP,3,85.7,256.75,Month-to-month,Credit card (automatic),Fiber optic,Medium Risk
0225-ZORZP,3,84.3,235.05,Month-to-month,Electronic check,Fiber optic,High Risk
0641-EVBOJ,3,82.3,214.4,Month-to-month,Mailed check,Fiber optic,Medium Risk
3191-CSNMG,3,80.7,239.45,Month-to-month,Electronic check,Fiber optic,High Risk
6357-JJPQT,3,80.5,232.35,Month-to-month,Electronic check,Fiber optic,High Risk
2789-HQBOU,3,80.35,253.8,Month-to-month,Electronic check,Fiber optic,High Risk
9643-AVVWI,3,80.0,241.3,Month-to-month,Electronic check,Fiber optic,High Risk
8543-MSDMF,3,77.4,206.15,Month-to-month,Electronic check,DSL,High Risk
3370-HXOPH,3,76.1,257.6,Month-to-month,Electronic check,Fiber optic,High Risk
5122-CYFXA,3,75.3,244.1,Month-to-month,Electronic check,DSL,High Risk
3966-HRMZA,3,75.05,202.9,Month-to-month,Mailed check,Fiber optic,Medium Risk
4090-KPJIP,3,74.95,212.4,Month-to-month,Electronic check,Fiber optic,High Risk
2800-VEQXM,3,74.75,238.1,Month-to-month,Mailed check,Fiber optic,Medium Risk
3411-WLRSQ,3,74.6,239.05,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
2325-NBPZG,3,74.55,233.65,Month-to-month,Electronic check,Fiber optic,High Risk
7823-JSOAG,3,74.5,217.45,Month-to-month,Electronic check,Fiber optic,High Risk
9398-MMQTO,3,74.45,221.1,Month-to-month,Credit card (automatic),Fiber optic,Medium Risk
4854-CIDCF,3,73.85,196.4,Month-to-month,Electronic check,Fiber optic,High Risk
8617-ENBDS,3,73.6,232.5,Month-to-month,Credit card (automatic),Fiber optic,Medium Risk
2710-WYVXG,3,71.1,213.35,Two year,Mailed check,DSL,Low Risk
0734-OXWBT,3,70.7,225.65,Month-to-month,Mailed check,DSL,Medium Risk
4029-HPFVY,3,70.3,220.4,Month-to-month,Mailed check,Fiber optic,Medium Risk
9633-XQABV,3,70.25,229.7,Month-to-month,Electronic check,Fiber optic,High Risk
6077-BDPXA,3,70.15,194.2,Month-to-month,Electronic check,Fiber optic,High Risk
2988-PLAHS,3,69.95,220.45,One year,Electronic check,DSL,Low Risk
7245-NIIWQ,3,69.85,199.85,Month-to-month,Electronic check,Fiber optic,High Risk
4983-CCWMC,3,69.6,207.4,Month-to-month,Mailed check,Fiber optic,Medium Risk
0455-XFASS,3,69.55,200.2,Month-to-month,Electronic check,Fiber optic,High Risk
7159-FVYPK,3,69.15,235.0,Month-to-month,Bank transfer (automatic),DSL,Medium Risk
1230-QAJDW,3,65.25,209.9,Month-to-month,Mailed check,DSL,Medium Risk
5356-CSVSQ,3,64.6,174.2,Month-to-month,Electronic check,DSL,High Risk
5630-AHZIL,3,64.5,177.4,Month-to-month,Bank transfer (automatic),DSL,Medium Risk
4957-TREIR,3,64.4,195.65,Month-to-month,Credit card (automatic),DSL,Medium Risk
3043-TYBNO,3,60.65,196.9,Month-to-month,Mailed check,DSL,Medium Risk
0411-EZJZE,3,60.25,170.5,Month-to-month,Electronic check,DSL,High Risk
0319-QZTCO,3,58.7,168.6,Month-to-month,Credit card (automatic),DSL,Medium Risk
7404-JLKQG,3,57.55,161.45,Month-to-month,Electronic check,DSL,High Risk
8963-JLGJT,3,55.9,157.55,Month-to-month,Mailed check,DSL,Medium Risk
7055-HNEOJ,3,55.8,154.55,Month-to-month,Mailed check,DSL,Medium Risk
9261-WDCAF,3,54.65,189.1,Month-to-month,Mailed check,DSL,Medium Risk
0988-JRWWP,3,54.2,140.4,Month-to-month,Electronic check,DSL,High Risk
1763-WQFUK,3,50.5,147.75,Month-to-month,Mailed check,DSL,Medium Risk
9631-XEYKE,3,50.4,137.25,Month-to-month,Bank transfer (automatic),DSL,Medium Risk
4026-SKKHW,3,50.25,152.3,Month-to-month,Mailed check,DSL,Medium Risk
0929-HYQEW,3,50.15,160.85,Month-to-month,Mailed check,DSL,Medium Risk
2637-FKFSY,3,46.1,130.15,Month-to-month,Mailed check,DSL,Medium Risk
4061-UKJWL,3,45.45,141.7,Month-to-month,Mailed check,DSL,Medium Risk
8660-BUETV,3,44.75,148.05,Month-to-month,Mailed check,DSL,Medium Risk
0374-IOEGQ,3,44.6,122.7,Month-to-month,Electronic check,DSL,High Risk
6351-SCJKT,3,41.35,107.25,Month-to-month,Mailed check,DSL,Medium Risk
9505-SQFSW,3,40.3,92.5,Month-to-month,Mailed check,DSL,Medium Risk
3594-KADLU,3,35.1,101.1,Month-to-month,Mailed check,DSL,Medium Risk
3050-GBUSH,3,34.8,113.95,Month-to-month,Credit card (automatic),DSL,Medium Risk
1078-TDCRN,3,30.75,82.85,Month-to-month,Electronic check,DSL,High Risk
8167-GJLRN,3,30.4,82.15,Month-to-month,Electronic check,DSL,High Risk
9572-WUKSB,3,29.9,92.25,Month-to-month,Electronic check,DSL,High Risk
3082-VQXNH,3,29.8,94.4,Month-to-month,Credit card (automatic),DSL,Medium Risk
5960-MVTUK,3,29.75,96.85,Month-to-month,Electronic check,DSL,High Risk
5156-UMKOW,3,29.65,90.05,Month-to-month,Mailed check,DSL,Medium Risk
0975-VOOVL,3,29.2,98.5,Month-to-month,Mailed check,DSL,Medium Risk
0323-XWWTN,3,26.4,121.25,Two year,Mailed check,No,Low Risk
9743-DQKQW,3,25.1,79.8,Month-to-month,Electronic check,DSL,High Risk
6542-LWGXJ,3,25.0,78.25,Month-to-month,Mailed check,DSL,Medium Risk
9277-JOOMO,3,24.6,86.35,Month-to-month,Mailed check,No,Medium Risk
7343-EOBEU,3,23.6,89.05,Month-to-month,Mailed check,No,Medium Risk
8909-BOLNL,3,21.2,52.05,One year,Mailed check,No,Low Risk
7764-BDPEE,3,20.85,60.65,Month-to-month,Mailed check,No,Medium Risk
2621-UDNLU,3,20.85,72.0,Month-to-month,Mailed check,No,Medium Risk
0463-WZZKO,3,20.75,67.1,Month-to-month,Credit card (automatic),No,Medium Risk
6394-HHHZM,3,20.7,57.5,Month-to-month,Mailed check,No,Medium Risk
5808-TOTXO,3,20.55,57.4,One year,Credit card (automatic),No,Low Risk
2792-VPPET,3,20.5,76.95,Month-to-month,Electronic check,No,High Risk
9770-LXDBK,3,20.4,63.15,Month-to-month,Mailed check,No,Medium Risk
3195-TQDZX,3,20.25,61.45,Month-to-month,Electronic check,No,High Risk
4393-OBCRR,3,20.25,71.2,One year,Mailed check,No,Low Risk
3744-ZBHON,3,20.2,65.95,Month-to-month,Electronic check,No,High Risk
3039-MJSLN,3,20.2,50.6,Month-to-month,Bank transfer (automatic),No,Medium Risk
3407-QGWLG,3,20.05,75.45,Month-to-month,Mailed check,No,Medium Risk
2393-DIVAI,3,20.0,61.7,Month-to-month,Mailed check,No,Medium Risk
6734-CKRSM,3,20.0,63.6,Month-to-month,Mailed check,No,Medium Risk
7808-DVWEP,3,20.0,49.65,Month-to-month,Bank transfer (automatic),No,Medium Risk
7521-YXVZY,3,19.95,58.3,Month-to-month,Mailed check,No,Medium Risk
0178-CIIKR,3,19.95,58.0,Month-to-month,Mailed check,No,Medium Risk
5066-GFJMM,3,19.9,45.75,Month-to-month,Mailed check,No,Medium Risk
0030-FNXPP,3,19.85,57.2,Month-to-month,Mailed check,No,Medium Risk
7526-IVLYU,3,19.65,68.35,Month-to-month,Mailed check,No,Medium Risk
1465-WCZVT,3,19.65,60.65,Month-to-month,Mailed check,No,Medium Risk
6837-BJYDQ,3,19.6,61.35,One year,Mailed check,No,Low Risk
6184-DYUOB,3,19.6,55.25,Month-to-month,Mailed check,No,Medium Risk
4693-VWVBO,3,19.55,61.05,Month-to-month,Electronic check,No,High Risk
1179-INLAT,3,19.45,69.25,One year,Mailed check,No,Low Risk
7785-RDVIG,3,19.3,54.7,Month-to-month,Mailed check,No,Medium Risk
9039-ZVJDC,3,19.1,53.05,Month-to-month,Mailed check,No,Medium Risk
1407-DIGZV,3,19.1,52.0,Two year,Mailed check,No,Low Risk
3806-YAZOV,3,18.8,56.0,Month-to-month,Mailed check,No,Medium Risk
4132-KALRO,4,100.85,399.25,Month-to-month,Mailed check,Fiber optic,Medium Risk
9714-EDSUC,4,94.9,360.55,Month-to-month,Mailed check,Fiber optic,Medium Risk
6350-XFYGW,4,94.75,422.4,Month-to-month,Electronic check,Fiber optic,High Risk
5339-PXDVH,4,90.65,367.95,Month-to-month,Electronic check,Fiber optic,High Risk
8266-VBFQL,4,90.4,356.65,Month-to-month,Electronic check,Fiber optic,High Risk
2038-OEQZH,4,86.05,308.1,Month-to-month,Electronic check,Fiber optic,High Risk
6630-UJZMY,4,83.25,308.05,Month-to-month,Electronic check,Fiber optic,High Risk
8714-CTZJW,4,82.85,319.6,Month-to-month,Credit card (automatic),Fiber optic,Medium Risk
2674-MIAHT,4,80.3,324.2,Month-to-month,Mailed check,Fiber optic,Medium Risk
1251-STYSZ,4,80.25,303.7,Month-to-month,Electronic check,Fiber optic,High Risk
0793-TWELN,4,80.15,319.85,Month-to-month,Electronic check,Fiber optic,High Risk
3904-UKFRE,4,80.1,336.15,Month-to-month,Electronic check,Fiber optic,High Risk
3855-ONCAR,4,78.9,299.75,Month-to-month,Mailed check,Fiber optic,Medium Risk
4749-OJKQU,4,75.65,302.35,Month-to-month,Electronic check,Fiber optic,High Risk
0221-WMXNQ,4,75.35,273.4,Month-to-month,Electronic check,Fiber optic,High Risk
1197-BVMVG,4,74.45,294.45,Month-to-month,Electronic check,Fiber optic,High Risk
0581-BXBUB,4,72.75,317.75,Month-to-month,Electronic check,Fiber optic,High Risk
0644-OQMDK,4,70.65,293.85,Month-to-month,Electronic check,Fiber optic,High Risk
3496-LFSZU,4,70.5,294.2,Month-to-month,Electronic check,Fiber optic,High Risk
7044-YAACC,4,70.2,280.35,Month-to-month,Electronic check,Fiber optic,High Risk
8120-JDCAM,4,69.55,284.9,Month-to-month,Mailed check,Fiber optic,Medium Risk
3223-DWFIO,4,69.35,261.65,Month-to-month,Electronic check,Fiber optic,High Risk
8404-GFGCZ,4,65.6,250.1,Month-to-month,Electronic check,DSL,High Risk
5172-MIGPM,4,65.55,237.2,Month-to-month,Mailed check,DSL,Medium Risk
3137-LUPIX,4,64.4,253.0,Month-to-month,Mailed check,DSL,Medium Risk
1564-HJUVY,4,63.75,226.2,Month-to-month,Bank transfer (automatic),DSL,Medium Risk
8313-KTIHG,4,61.3,249.4,Month-to-month,Electronic check,DSL,High Risk
1548-ARAGG,4,58.5,224.85,Month-to-month,Mailed check,DSL,Medium Risk
9842-EFSYY,4,57.2,223.75,Month-to-month,Mailed check,DSL,Medium Risk
8388-FYNPZ,4,56.75,245.15,Month-to-month,Electronic check,DSL,High Risk
5543-QDCRY,4,56.4,234.85,Month-to-month,Electronic check,DSL,High Risk
6994-KERXL,4,55.9,238.5,Month-to-month,Electronic check,DSL,High Risk
3446-QDSZF,4,55.5,227.35,Month-to-month,Credit card (automatic),DSL,Medium Risk
6402-EJMWF,4,55.3,238.5,Month-to-month,Mailed check,DSL,Medium Risk
1575-KRZZE,4,55.2,220.65,Month-to-month,Electronic check,DSL,High Risk
5542-DHSXL,4,54.7,235.05,Month-to-month,Mailed check,DSL,Medium Risk
1636-NTNCO,4,50.95,207.35,Month-to-month,Credit card (automatic),DSL,Medium Risk
6257-RJOHI,4,50.8,202.3,Month-to-month,Mailed check,DSL,Medium Risk
7339-POGZN,4,50.7,214.55,Month-to-month,Electronic check,DSL,High Risk
7009-LGECI,4,50.55,235.65,Month-to-month,Bank transfer (automatic),DSL,Medium Risk
5071-FBJFS,4,50.3,217.1,Month-to-month,Electronic check,DSL,High Risk
1456-TWCGB,4,49.25,208.45,Month-to-month,Mailed check,DSL,Medium Risk
2277-VWCNI,4,48.75,179.85,Month-to-month,Mailed check,DSL,Medium Risk
1215-VFYVK,4,48.25,202.25,Month-to-month,Mailed check,DSL,Medium Risk
2831-EBWRN,4,45.9,199.75,Month-to-month,Electronic check,DSL,High Risk
7396-VJUZB,4,45.25,155.35,Month-to-month,Mailed check,DSL,Medium Risk
9348-YVOMK,4,44.8,176.2,Month-to-month,Credit card (automatic),DSL,Medium Risk
2480-SQIOB,4,44.8,169.65,Month-to-month,Electronic check,DSL,High Risk
7878-JGDKK,4,44.55,220.75,Month-to-month,Mailed check,DSL,Medium Risk
7880-XSOJX,4,42.4,146.4,Month-to-month,Mailed check,DSL,Medium Risk
3748-FVMZZ,4,40.05,162.45,Month-to-month,Electronic check,DSL,High Risk
3694-DELSO,4,38.55,156.1,Month-to-month,Credit card (automatic),DSL,Medium Risk
7075-BNDVQ,4,35.0,135.75,Month-to-month,Mailed check,DSL,Medium Risk
8676-OOQEJ,4,30.5,118.4,Month-to-month,Electronic check,DSL,High Risk
0928-JMXNP,4,29.9,118.25,Month-to-month,Electronic check,DSL,High Risk
9626-WEQRM,4,29.15,110.05,Month-to-month,Mailed check,DSL,Medium Risk
7853-OETYL,4,29.05,129.6,Month-to-month,Electronic check,DSL,High Risk
4430-YHXGG,4,25.45,84.2,Month-to-month,Mailed check,No,Medium Risk
9350-ZXYJC,4,25.3,116.95,Two year,Credit card (automatic),No,Low Risk
8746-OQQRW,4,25.25,101.9,Month-to-month,Mailed check,No,Medium Risk
4815-GBTCD,4,25.15,99.95,Month-to-month,Electronic check,DSL,High Risk
4116-IQRFR,4,24.1,73.1,One year,Credit card (automatic),No,Low Risk
7356-AYNJP,4,23.9,97.5,One year,Electronic check,No,Low Risk
7219-TLZHO,4,20.85,62.9,Month-to-month,Mailed check,No,Medium Risk
9367-OIUXP,4,20.7,73.05,Month-to-month,Mailed check,No,Medium Risk
7976-CICYS,4,20.7,83.75,Month-to-month,Credit card (automatic),No,Medium Risk
6231-WFGFH,4,20.5,77.6,Month-to-month,Mailed check,No,Medium Risk
8189-DUKMV,4,20.5,79.05,One year,Bank transfer (automatic),No,Low Risk
9618-LFJRU,4,20.45,82.85,Month-to-month,Credit card (automatic),No,Medium Risk
9929-PLVPA,4,20.4,94.5,Month-to-month,Credit card (automatic),No,Medium Risk
2495-TTHBQ,4,20.4,84.75,One year,Mailed check,No,Low Risk
3345-JHUEO,4,20.2,55.7,Month-to-month,Electronic check,No,High Risk
5712-VBOXD,4,20.15,68.45,Month-to-month,Credit card (automatic),No,Medium Risk
4397-FRLTA,4,20.15,84.5,Month-to-month,Mailed check,No,Medium Risk
6469-QJKZW,4,20.15,91.4,Month-to-month,Electronic check,No,High Risk
7874-ECPQJ,4,20.05,85.5,Month-to-month,Bank transfer (automatic),No,Medium Risk
1855-CFULU,4,20.05,91.45,Month-to-month,Mailed check,No,Medium Risk
1336-EZFZY,4,20.05,83.3,Month-to-month,Mailed check,No,Medium Risk
5619-XZZKR,4,19.95,68.2,One year,Mailed check,No,Low Risk
5144-PQCDZ,4,19.95,59.25,Month-to-month,Mailed check,No,Medium Risk
3097-PYWXL,4,19.95,82.9,Month-to-month,Electronic check,No,High Risk
0754-EEBDC,4,19.9,76.65,Two year,Mailed check,No,Low Risk
4396-KLSEH,4,19.85,63.0,Month-to-month,Electronic check,No,High Risk
4558-CGYCZ,4,19.75,78.3,Month-to-month,Mailed check,No,Medium Risk
6260-XLACS,4,19.7,117.8,One year,Mailed check,No,Low Risk
0690-SRQID,4,19.65,67.55,Month-to-month,Mailed check,No,Medium Risk
5702-SKUOB,4,19.6,93.45,Month-to-month,Mailed check,No,Medium Risk
1354-YZFNB,4,19.55,68.8,Two year,Credit card (automatic),No,Low Risk
6368-TZZDT,4,19.5,96.85,Two year,Credit card (automatic),No,Low Risk
8410-BGQXN,4,19.4,93.4,Month-to-month,Mailed check,No,Medium Risk
5222-JCXZT,4,19.0,78.9,Month-to-month,Mailed check,No,Medium Risk
7234-KMNRQ,4,19.0,73.45,Month-to-month,Mailed check,No,Medium Risk
0620-XEFWH,4,18.85,84.2,Month-to-month,Mailed check,No,Medium Risk
6734-GMPVK,5,105.3,550.6,Month-to-month,Electronic check,Fiber optic,High Risk
4566-NECEV,5,96.55,500.1,Month-to-month,Electronic check,Fiber optic,High Risk
8212-DJRCH,5,90.35,434.5,Month-to-month,Mailed check,Fiber optic,Medium Risk
4853-OITSN,5,89.15,413.25,Month-to-month,Electronic check,Fiber optic,High Risk
4395-PZMSN,5,85.55,408.5,Month-to-month,Electronic check,Fiber optic,High Risk
2135-DQWAQ,5,85.3,420.45,Month-to-month,Mailed check,Fiber optic,Medium Risk
8242-SOQUO,5,84.7,392.5,Month-to-month,Electronic check,Fiber optic,High Risk
8739-XNIKG,5,84.0,424.75,Month-to-month,Electronic check,Fiber optic,High Risk
6435-SRWBJ,5,82.75,417.75,Month-to-month,Electronic check,Fiber optic,High Risk
6786-OBWQR,5,80.85,356.1,Month-to-month,Electronic check,Fiber optic,High Risk
6458-CYIDZ,5,80.7,374.8,Month-to-month,Electronic check,Fiber optic,High Risk
6918-UMQCG,5,80.2,384.25,Month-to-month,Electronic check,Fiber optic,High Risk
9696-RMYBA,5,80.1,398.55,Month-to-month,Mailed check,Fiber optic,Medium Risk
6175-IRFIT,5,78.75,426.35,Month-to-month,Mailed check,Fiber optic,Medium Risk
6034-YMTOB,5,75.65,399.45,Month-to-month,Mailed check,Fiber optic,Medium Risk
6198-ZFIOJ,5,75.6,402.5,Month-to-month,Electronic check,Fiber optic,High Risk
0867-LDTTC,5,75.15,392.65,Month-to-month,Bank transfer (automatic),DSL,Medium Risk
5399-ZIMKF,5,74.65,383.65,Month-to-month,Electronic check,Fiber optic,High Risk
3420-ZDBMA,5,71.45,371.6,Month-to-month,Mailed check,Fiber optic,Medium Risk
6705-LXORM,5,70.05,302.6,Month-to-month,Electronic check,Fiber optic,High Risk
9389-ACWBI,5,69.95,320.4,Month-to-month,Credit card (automatic),Fiber optic,Medium Risk
2799-ARNLO,5,69.35,341.6,Month-to-month,Electronic check,Fiber optic,High Risk
0018-NYROU,5,68.95,351.5,Month-to-month,Electronic check,Fiber optic,High Risk
9761-XUJWD,5,65.6,339.9,Month-to-month,Bank transfer (automatic),DSL,Medium Risk
4710-NKCAW,5,64.4,316.9,Month-to-month,Credit card (automatic),DSL,Medium Risk
7905-TVXTA,5,64.35,352.65,Month-to-month,Electronic check,DSL,High Risk
2041-JIJCI,5,64.0,370.25,Month-to-month,Electronic check,DSL,High Risk
0295-QVKPB,5,63.95,318.1,Month-to-month,Credit card (automatic),DSL,Medium Risk
8250-ZNGGW,5,59.9,287.85,Month-to-month,Credit card (automatic),DSL,Medium Risk
4482-FTFFX,5,56.15,291.45,Month-to-month,Electronic check,DSL,High Risk
3113-IWHLC,5,55.8,274.35,Month-to-month,Mailed check,DSL,Medium Risk
4324-AHJKS,5,55.8,300.4,Month-to-month,Credit card (automatic),DSL,Medium Risk
8217-QYOHV,5,55.75,266.95,Month-to-month,Mailed check,DSL,Medium Risk
6921-OZMFH,5,55.7,259.4,Month-to-month,Mailed check,DSL,Medium Risk
7129-ACFOG,5,53.8,283.95,Month-to-month,Electronic check,DSL,High Risk
5404-GGUKR,5,51.35,262.3,Month-to-month,Electronic check,DSL,High Risk
4256-ZWTZI,5,51.0,286.8,Month-to-month,Mailed check,DSL,Medium Risk
7284-BUYEC,5,50.95,229.4,Month-to-month,Credit card (automatic),DSL,Medium Risk
4130-MZLCC,5,50.55,244.75,Month-to-month,Bank transfer (automatic),DSL,Medium Risk
2075-RMJIK,5,49.4,232.55,Month-to-month,Mailed check,DSL,Medium Risk
4468-YDOVK,5,48.65,235.2,Month-to-month,Bank transfer (automatic),DSL,Medium Risk
9708-HPXWZ,5,45.4,214.75,Month-to-month,Credit card (automatic),DSL,Medium Risk
7521-AFHAB,5,44.8,220.45,Month-to-month,Mailed check,DSL,Medium Risk
1635-FJFCC,5,44.05,202.15,Month-to-month,Credit card (automatic),DSL,Medium Risk
5882-CMAZQ,5,34.25,163.55,Month-to-month,Electronic check,DSL,High Risk
6637-KYRCV,5,30.5,167.2,Month-to-month,Electronic check,DSL,High Risk
1814-DKOLC,5,25.45,134.75,Month-to-month,Mailed check,No,Medium Risk
5349-AZPEW,5,25.05,125.5,Month-to-month,Mailed check,DSL,Medium Risk
6180-YBIQI,5,24.3,100.2,Month-to-month,Mailed check,DSL,Medium Risk
2233-FAGXV,5,24.3,132.25,Month-to-month,Mailed check,No,Medium Risk
3675-EQOZA,5,20.65,93.55,Month-to-month,Bank transfer (automatic),No,Medium Risk
1925-GMVBW,5,20.55,96.1,Month-to-month,Credit card (automatic),No,Medium Risk
2690-DVRVK,5,20.55,99.45,One year,Electronic check,No,Low Risk
2732-ISEZX,5,20.5,104.3,Month-to-month,Mailed check,No,Medium Risk
3717-FDJFU,5,20.45,106.9,Two year,Mailed check,No,Low Risk
6621-YOBKI,5,20.35,92.75,Month-to-month,Mailed check,No,Medium Risk
2739-CCZMB,5,20.35,122.0,Month-to-month,Credit card (automatic),No,Medium Risk
2439-QKJUL,5,20.25,109.8,Month-to-month,Mailed check,No,Medium Risk
9294-TDIPC,5,20.2,83.75,Month-to-month,Mailed check,No,Medium Risk
3977-QCRSL,5,20.15,117.95,Month-to-month,Mailed check,No,Medium Risk
8752-IMQOS,5,20.1,85.1,One year,Mailed check,No,Low Risk
4785-NKHCX,5,20.05,94.15,Month-to-month,Bank transfer (automatic),No,Medium Risk
2159-TURXX,5,20.05,95.55,Month-to-month,Credit card (automatic),No,Medium Risk
6377-KSLXC,5,19.95,107.05,Month-to-month,Mailed check,No,Medium Risk
3363-EWLGO,5,19.95,109.6,Month-to-month,Mailed check,No,Medium Risk
3694-GLTJM,5,19.65,92.05,Month-to-month,Credit card (automatic),No,Medium Risk
7311-MQJCH,5,19.55,99.6,One year,Electronic check,No,Low Risk
